image_path,race,label
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/AJ_Cook/AJ_Cook_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/AJ_Lamas/AJ_Lamas_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Eckhart/Aaron_Eckhart_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Guiel/Aaron_Guiel_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Patterson/Aaron_Patterson_0001.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Pena/Aaron_Pena_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aaron_Tippin/Aaron_Tippin_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abba_Eban/Abba_Eban_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abbas_Kiarostami/Abbas_Kiarostami_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdoulaye_Wade/Abdoulaye_Wade_0002.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdul_Rahman/Abdul_Rahman_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdulaziz_Kamilov/Abdulaziz_Kamilov_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah/Abdullah_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah/Abdullah_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah/Abdullah_0003.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah/Abdullah_0004.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Ahmad_Badawi/Abdullah_Ahmad_Badawi_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0002.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0004.jpg,indian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0005.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0006.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0007.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0008.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0009.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0010.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0011.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0012.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0013.jpg,latino hispanic,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0014.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0015.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0016.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0017.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0018.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0019.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0001.jpg,black,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0002.jpg,indian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0003.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullatif_Sener/Abdullatif_Sener_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abdullatif_Sener/Abdullatif_Sener_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abel_Aguilar/Abel_Aguilar_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abel_Pacheco/Abel_Pacheco_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abel_Pacheco/Abel_Pacheco_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abel_Pacheco/Abel_Pacheco_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abel_Pacheco/Abel_Pacheco_0004.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abid_Hamid_Mahmud_Al-Tikriti/Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abner_Martinez/Abner_Martinez_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Abraham_Foxman/Abraham_Foxman_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Aby_Har-Even/Aby_Har-Even_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Ant/Adam_Ant_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Freier/Adam_Freier_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Herbert/Adam_Herbert_0001.jpg,asian,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Kennedy/Adam_Kennedy_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Mair/Adam_Mair_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Rich/Adam_Rich_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Sandler/Adam_Sandler_0001.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Sandler/Adam_Sandler_0002.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Sandler/Adam_Sandler_0003.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Sandler/Adam_Sandler_0004.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Scott/Adam_Scott_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adam_Scott/Adam_Scott_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adel_Al-Jubeir/Adel_Al-Jubeir_0001.jpg,middle eastern,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adel_Al-Jubeir/Adel_Al-Jubeir_0002.jpg,white,0
/content/drive/MyDrive/dsCP/dSCP/data/lfw/lfw-deepfunneled/lfw-deepfunneled/Adel_Al-Jubeir/Adel_Al-Jubeir_0003.jpg,middle eastern,0
