image_path,race,label
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Ross_Verba_Ross_Verba_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Paul_Bremer_Paul_Bremer_0018.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Vince_Carter_Vince_Carter_0001.jpg,black,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Silvio_Berlusconi_Silvio_Berlusconi_0001.jpg,middle eastern,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Jennifer_Aniston_Jennifer_Aniston_0021.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Tom_Cruise_Tom_Cruise_0004.jpg,middle eastern,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Hugo_Chavez_Hugo_Chavez_0050.jpg,latino hispanic,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Jose_Maria_Aznar_Jose_Maria_Aznar_0015.jpg,middle eastern,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Yashwant_Sinha_Yashwant_Sinha_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/John_Ashcroft_John_Ashcroft_0049.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Iveta_Benesova_Iveta_Benesova_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Colin_Powell_Colin_Powell_0103.jpg,indian,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Nick_Nolte_Nick_Nolte_0003.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Chen_Kaige_Chen_Kaige_0001.jpg,asian,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Mary_Catherine_Correll_Mary_Catherine_Correll_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Stephen_Push_Stephen_Push_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/William_Perry_William_Perry_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Shaul_Mofaz_Shaul_Mofaz_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Aleksander_Voloshin_Aleksander_Voloshin_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Andre_Agassi_Andre_Agassi_0025.jpg,middle eastern,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Ricardo_Lagos_Ricardo_Lagos_0021.jpg,asian,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Dennis_Miller_Dennis_Miller_0001.jpg,middle eastern,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Gary_Condit_Gary_Condit_0001.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Gianna_Angelopoulos-Daskalaki_Gianna_Angelopoulos-Daskalaki_0003.jpg,latino hispanic,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Andre_Agassi_Andre_Agassi_0031.jpg,white,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Jim_Parque_Jim_Parque_0001.jpg,asian,0
/Users/guille/Documents/LASALLE/MASTER/MD009/ENTREGAS/dSCP/data/lfw/faces/Colin_Powell_Colin_Powell_0117.jpg,asian,0
